На складе (тонн),Вес 1 шт./кг.,,Цена 1 - 5 т. ,"Цена 5 - 15 т.
",Цена > 15 т. ,Филиал,Наименование,Размер,Длина,Доп. информация/ГОСТ,Категория,Длина
3.73,209.120,13571.91,63200,63100,63000,ВОЛГОГРАД,Круг Ст35,75мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
1.44,209.120,13488.27,63200,63100,63000,ИЖЕВСК,Круг Ст35,75мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
23.24,156.560,10160.78,63200,63100,63000,ВОЛГОГРАД,Круг Ст3,65мм,(6+нд),ГОСТ 2590,Круг,06.01
8.72,157.081,10131.76,63200,63100,63000,ИЖЕВСК,Круг Ст3,65мм,(6+нд),ГОСТ 2590,Круг,06.03
6.24,157.081,10524.46,65700,65600,65500,ИЖЕВСК,Круг Ст20Х,65мм.,,"ГОСТ 2590-2006, 4543-71",Круг,06.03
6.91,154.446,11767.24,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст30ХГСА,65мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,6
01.05,128.673,14231.23,108800,108800,108800,ЧЕЛЯБИНСК,Круг Ст30ХМА,65мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг,4.93
2.32,157.863,10245.31,63200,63100,63000,ВОЛГОГРАД,Круг Ст35,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.06
6.40,157.342,10148.56,63200,63100,63000,ИЖЕВСК,Круг Ст35,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
22.13,157.342,9786.67,60200,60100,60000,ЛОБНЯ,Круг Ст35,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
9.10,157.081,9770.47,60200,60100,60000,ЛОБНЯ,Круг Ст3,65мм,(6+нд),ГОСТ 2590,Круг,06.03
9.79,239.128,14873.74,60200,60100,60000,ЛОБНЯ,Круг Ст35,80мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.06
17.00,157.081,12439.28,77890,77890,77890,ИЖЕВСК,Круг ст30ХГСА,65мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,06.03
5.55,242.957,16739.72,67200,67100,67000,ВОЛГОГРАД,Круг Ст40Х,80мм,,ГОСТ2590-2006,Круг,06.08
03.02,110.900,12997.48,117200,116890,116890,НОВОСИБИРСК,Круг Ст9ХС,60мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,5
47.61,237.944,16180.18,66700,66600,66500,ИЖЕВСК,Круг Ст40Х,80мм,,ГОСТ2590-2006,Круг,06.03
29.59,133.836,8752.86,63200,63100,63000,ВОЛГОГРАД,Круг Ст45,60мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
17.90,133.836,8699.33,63200,63100,63000,ИЖЕВСК,Круг Ст45,60мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
24.79,134.058,8405.42,60200,60100,60000,ЛОБНЯ,Круг Ст45,60мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
6.36,236.706,22342.70,93090,92990,92890,ЧЕЛЯБИНСК,Круг Ст38хс,80мм,,"ГОСТ 2590-2006, 4543-2016, 2ГП",Круг,06.05
9.84,157.081,12439.28,77890,77890,77890,ИЖЕВСК,Круг ст18ХГТ,65мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,06.03
10.43,156.300,11910.06,74900,74900,74900,ЧЕЛЯБИНСК,Круг ст18ХГТ,65мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,6
0.73,159.229,10333.96,63200,63100,63000,ВОЛГОГРАД,Круг Ст20,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.02
23.45,157.602,10165.36,63200,63100,63000,ИЖЕВСК,Круг Ст20,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.05
33.16,157.602,9802.88,60200,60100,60000,ЛОБНЯ,Круг Ст20,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.05
4.22,103.297,9627.24,93200,92890,92890,НОВОСИБИРСК,Круг СтУ8А,60мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,4.7
2.85,132.455,12185.82,90200,89890,89890,ЧЕЛЯБИНСК,Круг СтУ8А,60мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,5.8
2.30,112.200,43398.96,385000,385000,385000,ЧЕЛЯБИНСК,Круг СтХВГ,60,,"ГОСТ 2590-06,5950-2000,2ГП,Т/О",Круг,5.1
3.50,88.328,16102.19,180500,179890,179890,ЧЕЛЯБИНСК,Круг СтШХ15-В,60 мм,,"ГОСТ 2590-2006 801-2022, ОГ,В1",Круг,4
10.08,156.821,10961.79,68200,68100,68000,ВОЛГОГРАД,Круг Ст09Г2С,65мм,,"ГОСТ2590,19281-2014",Круг,06.02
14.94,157.081,10603.00,66200,66100,66000,ИЖЕВСК,Круг Ст09Г2С,65мм,,"ГОСТ2590,19281-2014",Круг,06.03
2.85,182.166,14425.75,77890,77890,77890,ИЖЕВСК,Круг ст18ХГТ,70мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,06.03
8.42,181.260,13810.20,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст18ХГТ,70мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,6
4.39,139.260,16014.96,113200,112890,112890,ЧЕЛЯБИНСК,Круг Ст9ХС,65мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,5.35
3.65,134.129,12500.80,93200,92890,92890,НОВОСИБИРСК,Круг СтУ8А,65мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,5.2
2.18,135.356,12452.75,90200,89890,89890,ЧЕЛЯБИНСК,Круг СтУ8А,65мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,5.2
3.36,103.660,18897.22,180500,179890,179890,ЧЕЛЯБИНСК,Круг СтШХ15-В,65 мм,,"ГОСТ 2590-2006 801-2022, ОГ,В1",Круг,4
0.37,163.026,14737.55,89100,88990,88990,ИЖЕВСК,Круг СтУ8А,70мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,5.4
3.30,155.558,14498.01,93200,92890,92890,НОВОСИБИРСК,Круг СтУ8А,70мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,5.2
5.55,170.573,15607.48,90200,89890,89890,ЧЕЛЯБИНСК,Круг СтУ8А,70мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,5.65
10.62,181.260,12235.05,66200,66100,66000,ИЖЕВСК,Круг Ст09Г2С,70мм,,"ГОСТ2590,19281-2014",Круг,6
11.86,182.166,12205.14,65700,65600,65500,ИЖЕВСК,Круг Ст20Х,70мм.,,"ГОСТ 2590-2006, 4543-71",Круг,06.03
9.97,184.093,11874.01,63200,63100,63000,ИЖЕВСК,Круг Ст20,70мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
13.16,184.585,11481.18,60200,60100,60000,ЛОБНЯ,Круг Ст20,70мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
6.37,238.338,15468.16,63200,63100,63000,ВОЛГОГРАД,Круг Ст35,80мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
4.71,236.605,26050.21,108800,108800,108800,ЧЕЛЯБИНСК,Круг Ст30ХМА,80мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг,5.99
8.99,236.760,18038.74,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст30ХГСА,80мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,6
9.51,237.549,15321.92,63200,63100,63000,ИЖЕВСК,Круг Ст35,80мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.02
6.56,156.600,15564.47,98090,97990,97890,ЧЕЛЯБИНСК,Круг Ст38хс,65мм,,"ГОСТ 2590-2006, 4543-2016, 2ГП",Круг,6
3.87,157.081,10822.92,67200,67100,67000,ВОЛГОГРАД,Круг Ст40Х,65мм,,ГОСТ2590-2006,Круг,06.03
9.86,157.081,10681.54,66700,66600,66500,ИЖЕВСК,Круг Ст40Х,65мм,,ГОСТ2590-2006,Круг,06.03
11.93,157.081,10398.80,64200,64100,64000,ЛОБНЯ,Круг Ст40Х,65мм,,ГОСТ2590-2006,Круг,06.03
35.10,237.549,18098.87,74890,74890,74890,ЕКАТЕРИНБУРГ,Круг ст30ХГСА,80мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,06.02
3.59,130.150,15253.58,117200,116890,116890,НОВОСИБИРСК,Круг Ст9ХС,65мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,5
1.88,236.760,18441.24,77890,77890,77890,ТЮМЕНЬ,Круг ст30ХГСА,80мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,6
18.95,237.944,18842.77,77890,77890,77890,ИЖЕВСК,Круг ст30ХГСА,80мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,06.03
8.74,157.342,10211.50,63200,63100,63000,ВОЛГОГРАД,Круг Ст45,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
17.90,157.081,10131.76,63200,63100,63000,ИЖЕВСК,Круг Ст45,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
27.92,156.821,9754.27,60200,60100,60000,ЛОБНЯ,Круг Ст45,65мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.02
52.40,301.138,20838.76,68200,68100,68000,ИЖЕВСК,Круг Ст09Г2С,90мм,,"ГОСТ2590,19281-2014",Круг,06.03
6.15,57.188,4557.31,77890,77890,77890,ИЖЕВСК,Круг ст30ХГСА,40мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,5.8
1.98,59.160,4607.97,77890,77890,77890,ТЮМЕНЬ,Круг ст30ХГСА,40мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,6
5.99,59.160,4536.98,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст30ХГСА,40мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,6
4.21,223.597,20459.11,90200,89890,89890,ЧЕЛЯБИНСК,Круг СтУ8А,90мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,4.48
5.25,55.272,6113.08,108800,108800,108800,ЧЕЛЯБИНСК,Круг Ст30ХМА,40мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг,5.6
12.30,59.554,3894.86,63200,63100,63000,ВОЛГОГРАД,Круг Ст35,40мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
11.15,59.357,3828.54,62700,62600,62500,ИЖЕВСК,Круг Ст35,40мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.02
1.62,63.104,7206.48,112000,110890,110890,УФА,Круг Ст35 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
0.32,40.426,4762.18,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст35 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
0.00,1.588,190.55,113000,111890,111890,УФА,Круг Ст20 калиброванный,08мм,НД,ГОСТ 7417-75,1050-2013,Круг
5.93,54.723,3743.05,66200,66100,66000,ВОЛГОГРАД,Круг Ст40Х,40мм.,,"ГОСТ 2590,4543-2016",Круг,5.55
9.99,59.259,3999.96,65700,65600,65500,ИЖЕВСК,Круг Ст40Х,40мм.,,"ГОСТ 2590,4543-2016",Круг,06.01
22.59,59.554,3912.72,63200,63100,63000,ЛОБНЯ,Круг Ст40Х,40мм.,,"ГОСТ 2590,4543-2016",Круг,06.04
13.81,59.554,3734.06,60200,60100,60000,ЛОБНЯ,Круг Ст35,40мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
4.25,226.486,21108.46,93200,92890,92890,НОВОСИБИРСК,Круг СтУ8А,90мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,4.58
02.04,1.639,196.38,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст20 калиброванный,08мм,НД,ГОСТ 7417-75,1050-2013,Круг
5.21,54.723,6621.48,121000,119890,119890,НОВОСИБИРСК,Круг Ст35 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
6.16,59.160,4418.66,72890,72890,72890,ЧЕЛЯБИНСК,Круг ст18ХГТ,40мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,6
3.58,59.456,3888.41,63200,63100,63000,ВОЛГОГРАД,Круг Ст20,40мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
07.08,58.174,3752.22,62700,62600,62500,ИЖЕВСК,Круг Ст20,40мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,5.9
24.73,60.343,3783.52,60200,60100,60000,ЛОБНЯ,Круг Ст20,40мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,6.12
11.28,59.456,3828.95,62200,62100,62000,ВОЛГОГРАД,Круг Ст3,40мм,(6+нд),ГОСТ 2590,Круг,06.03
10.44,59.160,3727.08,61200,61100,61000,ИЖЕВСК,Круг Ст3,40мм,(6+нд),ГОСТ 2590,Круг,6
28.65,59.850,3692.76,59200,59100,59000,ЛОБНЯ,Круг Ст3,40мм,(6+нд),ГОСТ 2590,Круг,06.07
1.71,52.357,6104.78,114800,113800,113800,ЕКАТЕРИНБУРГ,Круг Ст20 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
2.39,52.258,6323.22,121000,119890,119890,НОВОСИБИРСК,Круг Ст20 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
3.99,52.903,6094.45,113000,111890,111890,УФА,Круг Ст20 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
3.95,59.160,6898.06,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст20 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
06.02,64.627,5170.18,78200,77890,77890,ИЖЕВСК,Круг ст18ХГТ,42мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,5.94
6.92,65.280,4875.76,72890,72890,72890,ЧЕЛЯБИНСК,Круг ст18ХГТ,42мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,6
6.37,65.715,4297.77,63200,63100,63000,ВОЛГОГРАД,Круг Ст20,42мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
5.54,51.319,5901.66,113200,112890,112890,ЧЕЛЯБИНСК,Круг Ст9ХС,40мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,5.2
4.13,51.760,4824.00,93200,92890,92890,НОВОСИБИРСК,Круг СтУ8А,40мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,5.25
1.63,59.154,5442.17,90200,89890,89890,ЧЕЛЯБИНСК,Круг СтУ8А,40мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,6
4.34,56.430,21827.12,385000,385000,385000,ЧЕЛЯБИНСК,Круг СтХВГ,40,,"ГОСТ 2590-06,5950-2000,2ГП,Т/О",Круг,5.7
3.60,40.237,7383.56,180500,179890,179890,ЧЕЛЯБИНСК,Круг СтШХ15-В,40 мм,,"ГОСТ 2590-2006 801-2022, ОГ,В1",Круг,4.1
05.01,49.154,6045.92,123000,122890,122890,НОВОСИБИРСК,Круг Ст40х калиброванный,41мм,НД,ГОСТ 7417-75,4543-2016,Круг
11.47,66.028,4648.41,68200,68100,68000,ВОЛГОГРАД,Круг Ст09Г2С,42мм,,"ГОСТ2590,19281-2014",Круг,06.03
12.94,65.824,4476.03,66200,66100,66000,ИЖЕВСК,Круг Ст09Г2С,42мм,,"ГОСТ2590,19281-2014",Круг,06.05
02.04,61.040,7520.13,121000,119890,119890,ВОЛГОГРАД,Круг Ст20 калиброванный,42мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.78,60.059,7002.88,114800,113800,113800,ЕКАТЕРИНБУРГ,Круг Ст20 калиброванный,42мм,НД,ГОСТ 7417-75,1050-2013,Круг
4.15,54.936,6696.15,121890,119890,119890,НОВОСИБИРСК,Круг Ст20 калиброванный,42мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.92,71.504,8237.26,113000,111890,111890,УФА,Круг Ст20 калиброванный,42мм,НД,ГОСТ 7417-75,1050-2013,Круг
2.87,64.350,7503.21,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст20 калиброванный,42мм,НД,ГОСТ 7417-75,1050-2013,Круг
07.04,65.280,4210.56,62700,62600,62500,ИЖЕВСК,Круг Ст20,42мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,6
21.40,66.042,4140.81,60200,60100,60000,ЛОБНЯ,Круг Ст20,42мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.07
05.03,60.176,7558.17,123800,122800,121800,ЧЕЛЯБИНСК,Круг Ст40х калиброванный,40мм,НД,ГОСТ 7417-75,4543-2016,Круг
4.39,1.586,189.99,114800,113800,113800,ЕКАТЕРИНБУРГ,Круг Ст20 калиброванный,08мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.41,1.600,220.76,131000,129890,129890,ВОЛГОГРАД,Круг Ст20 калиброванный,08мм,НД,ГОСТ 7417-75,1050-2013,Круг
5.89,248.400,95956.92,385000,385000,385000,ЧЕЛЯБИНСК,Круг СтХВГ,85,обточка,"ГОСТ 2590-06,5950-2000,2ГП,Т/О",Круг,5.4
4.10,253.764,29055.98,113200,112890,112890,ЧЕЛЯБИНСК,Круг Ст9ХС,85мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,5.7
4.27,240.408,28175.82,117200,116890,116890,НОВОСИБИРСК,Круг Ст9ХС,85мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,5.4
13.39,59.554,3894.86,63200,63100,63000,ВОЛГОГРАД,Круг Ст45,40мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
1.19,60.176,8135.86,133000,132890,132890,ВОЛГОГРАД,Круг Ст40х калиброванный,40мм,НД,ГОСТ 7417-75,4543-2016,Круг
1.97,52.087,6542.15,123800,122800,121800,ЕКАТЕРИНБУРГ,Круг Ст40х калиброванный,40мм,НД,ГОСТ 7417-75,4543-2016,Круг
1.76,52.284,6430.99,123000,122890,122890,НОВОСИБИРСК,Круг Ст40х калиброванный,40мм,НД,ГОСТ 7417-75,4543-2016,Круг
1.30,52.258,6960.77,131000,129890,129890,ВОЛГОГРАД,Круг Ст45 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
01.03,52.357,6104.78,114800,113800,113800,ЕКАТЕРИНБУРГ,Круг Ст45 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.91,52.258,6323.22,121000,119890,119890,НОВОСИБИРСК,Круг Ст45 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.56,52.554,6054.20,113000,111890,111890,УФА,Круг Ст45 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.67,52.751,6150.77,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст45 калиброванный,40мм,НД,ГОСТ 7417-75,1050-2013,Круг
18.92,59.456,3834.90,62700,62600,62500,ИЖЕВСК,Круг Ст45,40мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
10.66,48.362,3395.03,66200,66100,66000,ВОЛГОГРАД,Круг Ст40Х,36мм.,,"ГОСТ2590,4543-2016",Круг,06.04
11.05,48.180,3309.95,65700,65600,65500,ИЖЕВСК,Круг Ст40Х,36мм.,,"ГОСТ2590,4543-2016",Круг,06.03
21.22,48.260,3267.17,63200,63100,63000,ЛОБНЯ,Круг Ст40Х,36мм.,,"ГОСТ2590,4543-2016",Круг,06.04
1.99,45.783,5393.20,114800,113800,113800,ЕКАТЕРИНБУРГ,Круг Ст35 калиброванный,36мм,НД,ГОСТ 7417-75,1050-2013,Круг
2.63,48.100,5820.08,121000,119890,119890,НОВОСИБИРСК,Круг Ст35 калиброванный,36мм,НД,ГОСТ 7417-75,1050-2013,Круг
3.46,52.002,6063.43,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст35 калиброванный,36мм,НД,ГОСТ 7417-75,1050-2013,Круг
11.40,48.000,4852.32,98090,97990,97890,ЧЕЛЯБИНСК,Круг Ст38хс,36мм,,"ГОСТ 2590-2006, 4543-2016, 2ГП",Круг,6
19.97,300.639,19150.69,62200,62100,62000,ЛОБНЯ,Круг Ст20,90мм,,"ГОСТ2590,1050/ТУ14-1-5228-93",Круг,06.02
23.75,302.137,19699.33,64200,64100,64000,ИЖЕВСК,Круг Ст20,90мм,,"ГОСТ2590,1050/ТУ14-1-5228-93",Круг,06.05
14.74,48.180,3237.68,63200,63100,63000,ВОЛГОГРАД,Круг Ст45,36мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
8.41,48.260,3170.66,62700,62600,62500,ИЖЕВСК,Круг Ст45,36мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
02.04,43.945,6020.46,133000,132890,132890,ВОЛГОГРАД,Круг Ст40х калиброванный,36мм,НД,ГОСТ 7417-75,4543-2016,Круг
1.66,42.906,5440.52,123800,122800,121800,ЕКАТЕРИНБУРГ,Круг Ст40х калиброванный,36мм,НД,ГОСТ 7417-75,4543-2016,Круг
7.44,46.901,5768.86,123000,122890,122890,НОВОСИБИРСК,Круг Ст40х калиброванный,36мм,НД,ГОСТ 7417-75,4543-2016,Круг
1.49,47.301,5628.80,115000,114890,114890,УФА,Круг Ст40х калиброванный,36мм,НД,ГОСТ 7417-75,4543-2016,Круг
2.91,47.940,6078.79,123800,122800,121800,ЧЕЛЯБИНСК,Круг Ст40х калиброванный,36мм,НД,ГОСТ 7417-75,4543-2016,Круг
31.43,48.666,3100.04,59200,59100,59000,ЛОБНЯ,Круг Ст3,36мм,(6+нд),ГОСТ 2590,Круг,06.05
0.19,145.825,10207.74,68200,68100,68000,ИЖЕВСК,Круг Ст20Х,90мм,,"ГОСТ2590,4543/ТУ14-1-5228-93",Круг,2.92
0.87,49.200,3478.44,66200,66100,66000,ВЛАДИКАВКАЗ,Круг Ст3,36мм,(6+нд),ГОСТ 2590,Круг,6
2.20,48.080,3182.90,62200,62100,62000,ВОЛГОГРАД,Круг Ст3,36мм,(6+нд),ГОСТ 2590,Круг,06.01
8.28,48.180,3093.14,61200,61100,61000,ИЖЕВСК,Круг Ст3,36мм,(6+нд),ГОСТ 2590,Круг,06.03
2.80,39.151,4377.08,108800,108800,108800,ЧЕЛЯБИНСК,Круг Ст30ХМА,36мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг,4.9
15.38,48.020,3226.94,63200,63100,63000,ВОЛГОГРАД,Круг Ст35,36мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.01
2.50,48.180,3165.41,62700,62600,62500,ИЖЕВСК,Круг Ст35,36мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
38.98,48.180,3117.23,60200,60100,60000,ЛОБНЯ,Круг Ст35,36мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
5.73,46.741,3780.92,77890,77890,77890,ИЖЕВСК,Круг ст30ХГСА,36мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,5.85
10.03,46.342,3609.58,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст30ХГСА,36мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,5.8
0.43,48.060,5661.47,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст35 калиброванный,38мм,НД,ГОСТ 7417-75,1050-2013,Круг
14.66,53.845,5378.58,98090,97990,97890,ЧЕЛЯБИНСК,Круг Ст38хс,38мм,,"ГОСТ 2590-2006, 4543-2016, 2ГП",Круг,06.05
4.40,53.667,3670.82,66200,66100,66000,ВОЛГОГРАД,Круг Ст40Х,38мм.,,"ГОСТ 2590,4543-2016",Круг,06.03
9.46,53.667,3622.52,65700,65600,65500,ИЖЕВСК,Круг Ст40Х,38мм.,,"ГОСТ 2590,4543-2016",Круг,06.03
4.50,53.667,3525.92,63200,63100,63000,ЛОБНЯ,Круг Ст40Х,38мм.,,"ГОСТ 2590,4543-2016",Круг,06.03
1.96,46.903,5947.30,123800,122800,121800,ЕКАТЕРИНБУРГ,Круг Ст40х калиброванный,38мм,НД,ГОСТ 7417-75,4543-2016,Круг
12.15,53.400,4095.25,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст30ХГСА,38мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,6
18.37,284.658,23396.04,80890,80890,80890,ИЖЕВСК,Круг ст18ХГТ,90мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,5.7
24.27,53.756,3370.50,60200,60100,60000,ЛОБНЯ,Круг Ст35,38мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.04
02.04,44.844,5426.12,121000,119890,119890,НОВОСИБИРСК,Круг Ст45 калиброванный,38мм,НД,ГОСТ 7417-75,1050-2013,Круг
